train,test,model,median,p95,max,mean,n
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,mlp_deep,3.732,8.714,15.877,4.257,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,poly3,2.221,5.543,23.836,2.646,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,svm,2.034,4.003,9.862,2.2,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,mlp_deep,2.462,5.49,10.091,2.697,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,poly3,5.283,9.598,22.121,5.516,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,svm,5.244,8.367,12.107,5.202,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,mlp_deep,5.354,9.249,14.06,5.416,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,poly3,2.136,5.451,22.765,2.586,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,svm,2.007,4.014,9.979,2.166,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,mlp_deep,2.283,5.545,10.073,2.601,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,poly3,6.564,10.341,21.673,6.483,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,svm,6.401,9.813,12.104,6.104,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,mlp_deep,6.617,10.224,14.114,6.362,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,poly3,1.939,4.817,23.079,2.299,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,svm,1.592,3.4,8.296,1.718,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,mlp_deep,1.986,4.941,10.548,2.29,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,poly3,2.97,6.09,23.661,3.28,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,svm,2.789,5.266,11.466,2.963,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,mlp_deep,3.085,6.331,10.46,3.357,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,poly3,6.242,10.908,22.75,6.358,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,svm,5.925,10.453,13.478,6.048,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,mlp_deep,6.125,10.767,16.973,6.31,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,poly3,3.739,10.236,22.518,4.536,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,svm,3.413,9.014,14.888,4.17,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,mlp_deep,3.888,9.396,18.183,4.48,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,poly3,3.114,6.18,22.646,3.414,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,svm,2.813,5.684,11.094,3.07,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,mlp_deep,3.157,6.831,12.392,3.457,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,poly3,2.558,8.308,23.618,3.307,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,svm,2.417,7.735,21.086,3.076,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,mlp_deep,2.823,8.16,19.012,3.511,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,poly3,1.402,4.336,21.692,1.812,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,svm,0.929,2.6,9.584,1.106,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,mlp_deep,1.51,4.447,8.971,1.843,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,poly3,3.903,9.247,22.932,4.441,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,svm,3.549,8.188,15.987,4.033,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,mlp_deep,3.845,9.135,15.452,4.384,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,poly3,3.102,5.653,22.872,3.293,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,svm,3.008,5.567,11.0,3.187,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,mlp_deep,3.184,6.068,10.596,3.367,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,poly3,2.918,5.878,20.481,3.14,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,svm,3.1,5.511,13.343,3.19,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,mlp_deep,3.122,5.737,10.424,3.237,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,poly3,2.885,5.584,21.242,3.09,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,svm,2.737,5.906,13.046,2.97,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,mlp_deep,2.981,6.046,12.589,3.211,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,poly3,4.375,7.655,20.787,4.337,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,svm,4.473,7.71,12.683,4.404,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,mlp_deep,4.519,7.645,10.61,4.402,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,poly3,3.766,5.984,21.853,3.891,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,svm,3.568,5.597,10.431,3.641,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,mlp_deep,3.877,6.655,11.073,4.085,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,poly3,5.284,8.062,22.511,5.343,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,svm,5.091,8.404,13.088,5.26,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,mlp_deep,5.418,8.274,13.764,5.417,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,poly3,8.004,12.707,21.185,8.016,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,svm,7.832,12.5,18.1,7.837,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,mlp_deep,8.118,13.054,16.678,8.146,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,poly3,4.729,10.07,22.04,5.26,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,svm,4.674,9.843,17.9,5.165,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,mlp_deep,4.837,10.699,17.101,5.364,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,poly3,5.418,8.715,21.738,5.437,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,svm,5.023,8.342,11.96,5.076,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,mlp_deep,5.526,9.339,13.328,5.586,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,poly3,4.309,10.708,29.21,4.974,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,svm,4.256,10.729,31.489,4.953,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,mlp_deep,4.5,10.554,31.105,5.125,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,poly3,3.706,6.054,20.855,3.868,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,svm,3.484,6.029,11.829,3.649,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,mlp_deep,3.87,6.881,10.355,4.067,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,poly3,3.797,5.985,21.202,3.938,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,svm,3.572,6.382,11.17,3.765,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,mlp_deep,3.937,6.969,10.831,4.128,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,4.343,7.582,11.492,4.512,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,1.677,3.338,5.761,1.789,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,5.355,9.128,11.445,5.541,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,2.574,4.754,7.121,2.712,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,3.37,6.111,8.46,3.495,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,6.831,12.146,16.006,7.025,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,3.635,10.192,17.773,4.306,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,3.575,7.048,10.963,3.806,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,3.405,7.714,25.153,3.861,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,2.03,3.888,6.129,2.17,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,2.012,3.844,5.814,2.13,1485
IFRA-wb-Age_64a_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,3.062,7.253,12.401,3.459,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,4.413,7.388,10.329,4.521,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,4.3,7.298,9.954,4.396,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,2.767,5.199,6.944,2.859,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,5.005,8.241,10.425,5.001,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,6.847,10.909,15.111,6.902,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,9.758,15.059,17.823,9.47,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,5.492,10.273,16.268,5.86,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,6.429,11.295,14.59,6.589,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,5.52,12.624,29.967,6.116,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,5.199,8.328,10.471,5.137,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,5.259,8.413,10.443,5.178,1485
IFRA-wb-Arena_111_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,3.216,6.516,10.653,3.503,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,1.568,2.936,4.614,1.66,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,4.203,7.328,11.108,4.347,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,5.404,9.82,12.492,5.532,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,2.514,4.532,7.355,2.594,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,3.253,5.458,8.115,3.325,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,6.574,10.934,14.896,6.632,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,3.874,9.964,16.644,4.611,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,3.902,7.152,11.238,4.035,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,3.101,8.559,23.183,3.777,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,1.809,3.65,5.895,1.985,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,1.848,3.516,6.03,1.979,1485
IFRA-wb-Dnvk_131_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,2.638,7.237,12.921,3.138,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,5.382,8.962,11.764,5.555,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,2.682,5.589,7.555,2.902,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,5.436,10.012,13.94,5.574,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,6.299,8.562,10.561,5.896,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,7.687,12.352,14.913,7.68,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,10.042,16.039,19.517,9.837,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,5.3,8.442,12.904,5.366,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,7.309,11.434,14.756,7.248,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,6.544,10.803,30.433,6.477,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,6.288,9.847,12.51,6.089,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,6.255,9.852,12.649,6.1,1485
IFRA-wb-GratN_90_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,4.388,8.847,13.481,4.631,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,2.618,4.802,7.581,2.746,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,4.981,8.681,11.681,4.99,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,2.648,4.811,7.792,2.72,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,6.3,8.654,10.138,5.892,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,3.197,5.88,9.21,3.321,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,5.676,10.84,14.425,5.867,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,3.365,8.097,13.109,3.888,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,2.505,4.8,7.812,2.657,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,2.427,7.901,25.396,3.152,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,1.559,3.277,6.236,1.68,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,1.554,3.384,7.444,1.707,1485
IFRA-wb-Mbd_103a_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,3.671,7.609,17.176,4.028,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,3.298,6.157,8.475,3.432,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,6.787,11.116,14.79,6.856,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,3.218,5.623,7.5,3.337,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,7.614,12.238,14.072,7.623,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,3.15,5.64,9.156,3.274,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,5.543,9.992,14.013,5.723,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,4.183,9.969,15.867,4.564,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,3.619,7.68,13.244,3.915,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,3.568,8.089,22.248,3.962,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,2.731,5.291,7.981,2.915,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,2.609,5.188,8.569,2.823,1485
IFRA-wb-NordK_92a_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,4.934,9.654,14.108,5.331,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,6.672,11.728,14.851,6.755,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,9.549,14.972,19.08,9.271,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,6.366,10.78,13.68,6.377,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,9.979,15.273,18.157,9.662,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,5.377,10.059,12.688,5.603,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,5.33,9.28,11.575,5.479,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,7.14,12.99,16.571,7.266,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,5.669,11.563,14.319,6.147,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,5.478,11.124,15.07,5.857,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,5.645,9.957,13.04,5.775,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,5.634,9.906,12.963,5.72,1485
IFRA-wb-PressJ_158_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,7.779,13.26,20.707,7.831,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,3.813,10.19,17.392,4.333,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,5.389,10.483,15.579,5.843,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,4.035,10.371,17.687,4.649,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,5.377,8.422,11.397,5.336,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,3.294,8.02,13.027,3.866,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,4.157,10.181,15.203,4.6,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,7.001,13.945,19.673,7.434,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,4.122,9.457,13.342,4.522,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,3.301,10.463,27.302,4.218,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,3.477,9.231,15.229,4.199,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,3.439,9.464,15.497,4.161,1485
IFRA-wb-RZPOI_125_2_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,5.102,10.337,18.172,5.472,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,3.365,7.145,10.075,3.709,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,6.383,11.463,15.152,6.548,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,3.878,7.196,9.476,4.028,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,7.414,11.265,13.769,7.206,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,2.387,4.42,7.064,2.521,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,3.585,7.642,11.733,3.855,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,5.944,12.124,15.507,6.316,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,4.048,9.223,12.65,4.44,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,3.124,8.686,24.726,3.757,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,2.609,5.578,7.513,2.886,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,2.669,5.616,8.753,2.934,1485
IFRA-wb-SudK_99_2_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,5.088,9.939,19.35,5.427,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,3.355,6.71,9.245,3.58,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,5.274,11.706,16.792,5.937,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,3.081,7.362,12.33,3.549,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,6.22,10.461,15.776,6.27,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,2.542,6.023,10.712,2.978,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,3.5,6.924,14.638,3.716,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,5.745,11.026,14.263,5.873,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,3.062,10.243,20.732,4.019,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,3.452,7.285,12.731,3.736,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,2.633,5.932,9.082,2.905,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,2.502,5.63,8.712,2.734,1485
IFRA-wb-Sudz_100_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,4.44,10.188,15.815,5.03,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,1.977,3.798,6.568,2.116,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,5.155,8.378,11.878,5.107,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,1.949,3.761,6.182,2.076,1485
