SAMPLE_ID,INK_1,INK_2,INK_3,INK_4,INK_5,XYZ_X,XYZ_Y,XYZ_Z,LAB_L,LAB_A,LAB_B
612,8.03,28.7,0.0,0.0,0.0,61.9008105394,56.044699719,59.6101739464,79.6392521353,19.0809635318,-14.5645140376
613,4.18,29.06,11.88,0.4,0.18,61.9133816732,56.0374039163,50.9828878011,79.635101904,19.1280486489,-5.45914692019
614,1.36,29.79,24.55,0.13,0.7,61.538295825,55.664715219,41.4348930703,79.4226162695,19.1711001152,5.55154756581
615,0.05,30.15,37.78,0.01,0.0,60.8502887201,54.9177202099,33.1030439135,78.9938499453,19.4089552805,16.2742526862
616,0.05,30.14,50.91,0.01,0.0,59.4011785584,54.5349470986,24.9840804621,78.7726347759,16.9306990012,29.0994132923
617,0.04,29.99,64.5,0.02,0.0,57.6942249755,53.4411214421,17.1255013685,78.1347218277,15.5655662803,43.8858706033
618,0.03,31.26,76.36,0.02,0.0,55.561289108,51.0673717564,11.0804910478,76.7198011473,16.4070300009,57.4428525919
619,0.0,0.0,14.55,0.0,60.67,29.9073769537,45.4327869001,22.7492870489,73.1759576381,-45.9305401723,23.5800472057
620,0.01,0.0,32.81,0.0,59.37,30.4440327217,45.8789460944,19.6731170406,73.4669159547,-45.1722944172,30.2353049859
621,0.01,0.0,49.83,0.0,57.12,31.0241885619,46.0997147381,15.8169148468,73.6101907719,-43.6407906877,39.1813155743
622,0.0,0.01,64.28,0.0,56.08,31.6707338433,46.4402008575,12.1837005264,73.8302660027,-42.2257330613,49.1687974163
623,0.0,0.01,77.73,0.0,55.65,31.3554184248,45.7956018499,8.20082520857,73.4127075582,-41.5745912236,61.5167906627
624,0.0,0.01,90.65,0.0,54.2,32.2712982283,45.9373607394,5.47997255823,73.504870631,-38.6562559095,73.3246916252
625,0.0,0.0,100.0,0.0,53.42,33.4624734448,46.1103433571,3.88508817686,73.6170769995,-34.9202676071,82.291680385
626,13.63,0.0,0.0,0.0,44.98,38.1375967331,51.2212615455,37.1605548479,76.8128437394,-33.0398897715,6.71782580829
627,11.04,0.56,14.47,0.05,44.73,38.1305103263,51.3665781926,32.6751949358,76.9005320437,-33.440589916,13.3033446457
628,5.28,3.12,26.27,0.34,46.6,37.6117015543,50.3501632289,27.8093314586,76.2836896884,-32.4538437502,19.925426797
629,5.72,3.06,42.21,0.53,44.91,37.0922668329,49.775981319,22.7312810484,75.931553586,-32.6255658834,28.3654272604
630,0.45,5.88,53.71,0.1,46.84,36.6787367508,49.0729757985,17.6834776942,75.4967049216,-32.107607988,38.0652310514
631,0.0,6.32,67.53,0.0,46.1,35.5822816013,47.8420491979,12.3757409983,74.7251956989,-32.4286018845,50.1592642024
632,0.0,6.49,80.78,0.0,45.29,35.4544088735,47.1861627297,8.20397555895,74.3086900825,-31.0634378136,63.0497266818
633,0.0,6.65,93.38,0.0,44.64,36.0031750362,46.9502270949,5.14462949248,74.1579209563,-28.5749514148,76.1376599618
634,51.32,0.0,0.0,0.0,1.26,38.5099454689,46.5982154289,62.6846395723,73.9320343125,-19.4320468112,-27.4382556702
635,41.21,0.0,2.71,0.0,12.06,40.8994123884,49.9694257563,55.3341940696,76.0504908676,-21.100130696,-16.3541105269
636,37.17,0.88,13.25,0.13,14.69,40.9710526851,50.4550602692,47.8608396206,76.3477316602,-22.1621255018,-7.57633580053
637,29.51,2.94,20.46,0.34,20.67,42.0882550616,51.6462054978,41.5682381397,77.0688031253,-21.8841980035,1.32289991123
638,24.77,4.38,30.96,0.52,23.32,42.0601289989,51.8158877252,34.7511602201,77.1706167261,-22.4075536992,10.7222662221
639,15.22,7.41,38.12,1.07,29.34,41.2372985758,50.8108644331,28.5638065795,76.5642991165,-22.2831400241,19.1617465823
640,4.92,11.54,45.7,0.79,35.28,40.7875180694,50.1256040245,22.7891019436,76.1462916792,-21.855968644,28.6254166707
641,0.56,13.75,57.41,0.15,37.03,41.0770018562,50.0348989162,18.0437985506,76.0906768152,-20.7303995619,38.2818561343
642,0.18,14.05,70.9,0.09,36.25,39.9369856067,48.7165013407,12.5804856853,75.2746170708,-20.725961223,50.5237357672
643,0.0,14.27,83.8,0.0,35.52,39.2084553157,47.6597955626,7.84174672722,74.6098436313,-20.1407386483,64.9531932268
644,0.0,14.38,96.25,0.0,34.85,39.512272176,47.2483716777,4.87707587248,74.3483594912,-18.0593501831,77.8653730987
645,38.87,10.41,4.75,0.72,1.0,44.2757947826,49.0354929982,58.007489864,75.4734033915,-8.54720158366,-20.1240553215
646,35.78,10.64,16.3,1.27,2.37,43.8342923181,49.1807620386,49.4318999697,75.5636451871,-10.2225966806,-10.7336610606
647,30.4,11.84,25.52,1.21,6.76,43.5096700041,49.0972900422,41.8440890142,75.5118137524,-10.9505701655,-1.71281276274
648,25.38,12.84,35.43,1.62,10.02,43.5236777423,49.2916889413,34.3847301613,75.6324339061,-11.4293340154,8.59901705496
649,13.22,16.34,40.51,1.67,19.39,41.7130581342,47.424290495,26.6719059308,74.4603512967,-11.7712543089,18.7058021901
650,4.38,19.74,48.91,0.8,25.19,42.1729699711,47.8570217743,21.2988915879,74.7346591191,-11.5689361292,29.0948213135
651,2.16,20.59,61.54,0.68,25.5,40.9028944157,46.3640369793,15.6275365773,73.781130663,-11.3077449415,39.9381325861
652,0.48,21.45,73.96,0.27,25.74,40.8422130094,45.8701872338,10.7219050565,73.4612221439,-10.1147005699,52.9415738928
653,0.19,21.62,86.55,0.23,25.06,40.7641483523,45.6593027763,6.89189565753,73.3239146092,-9.76224656626,66.5808939129
654,0.0,21.88,98.78,0.0,24.55,41.1914963083,45.5163181261,4.28048064592,73.2305761716,-8.05316347192,79.2540065056
655,30.5,22.1,0.0,0.0,0.0,45.7543312855,46.109656576,58.7954580964,73.6166320695,3.70291040411,-24.1270058464
656,26.78,21.87,11.31,1.12,0.0,46.1038793806,46.469936576,49.7136517077,73.8494347225,3.6900426335,-14.0089220089
657,24.53,21.95,24.13,1.78,0.0,45.089200193,46.1748891062,40.7304943432,73.6588731492,1.62188372637,-3.47994876595
658,18.31,23.33,33.42,1.77,4.64,45.467783313,46.6271823135,33.5447354966,73.9506652925,1.44728757937,6.92593918196
659,10.25,25.56,41.81,1.38,10.67,45.5538468251,46.5181751536,26.5941942463,73.8805136694,1.99505406528,17.8395197651
660,5.34,27.01,52.67,1.13,13.36,45.9354675858,46.9703166735,21.1008502276,74.1707783763,1.82830220415,28.5185335689
661,2.69,27.83,64.7,0.98,14.16,45.5509765735,46.8442436622,14.8734605927,74.0900303025,1.08378630188,42.348653602
662,0.65,28.72,76.66,0.43,14.83,44.8859746187,45.76032028,9.87296481136,73.3897400604,2.19800809698,55.5658027861
663,0.17,28.97,88.95,0.24,14.33,44.8828347408,45.4875214527,5.9642238818,73.2117544541,2.95615174834,70.5005874667
664,0.0,28.51,100.0,0.0,13.24,45.8899294201,46.004301185,3.51492081589,73.5483253695,4.38220730356,84.5438096287
665,15.77,32.62,4.57,0.59,0.0,52.0662529642,47.0439963678,52.4580569978,74.2179023544,18.2774812893,-16.4265260227
666,13.05,32.82,17.91,1.27,0.0,51.9777450415,47.1424964822,43.2763725199,74.2808241543,17.7754309972,-5.6345829456
667,8.82,33.85,29.57,0.91,2.37,51.3930235424,46.6604319566,35.3474774152,73.9720413564,17.5747685697,4.35483429639
668,5.99,34.49,42.07,0.84,3.2,50.9785246968,46.4965431404,27.2362025006,73.8665793458,16.936555134,16.7208010806
669,2.46,35.41,53.83,0.55,4.74,51.0128849938,46.537143694,20.8065460693,73.8927287549,16.9146548509,28.6321071128
670,1.84,35.44,66.83,0.74,3.75,50.1781182046,46.1294692799,13.9949296788,73.6294659217,15.8315114344,43.8243143157
671,0.54,35.89,78.96,0.41,3.78,50.3049007543,46.0840774022,9.18021366906,73.6000574979,16.2966974502,58.2896097876
672,0.09,36.1,91.1,0.15,3.29,50.6008754936,46.2280857614,5.44009030959,73.6932910028,16.6826785094,73.8465196185
673,0.0,34.43,100.0,0.0,0.9,52.1330726853,47.3496956935,3.36348163993,74.4128973237,17.6110835894,87.0523652928
674,5.84,42.66,0.0,0.0,0.0,56.802006709,46.4631194993,52.3511895703,73.8450409109,31.8724355008,-16.9525290847
675,0.91,42.89,11.57,0.13,0.09,58.3649649224,47.3024573551,45.174446114,74.3828205649,33.3639862258,-7.78311129093
676,0.09,43.16,26.26,0.01,0.0,57.4513198123,47.3621955137,37.0297985058,74.4208526408,30.9815104538,2.77372448057
677,0.08,43.09,41.63,0.01,0.0,55.8869243656,46.9663371423,27.8901260894,74.1682317498,28.2164127436,16.1434247533
678,0.0,0.0,7.11,0.0,74.3,24.6888415307,40.8233987153,19.4556147567,70.0520145775,-53.4213330739,24.8062786212
679,0.01,0.0,27.68,0.0,72.88,24.5761615462,40.6100109149,16.5442444865,69.9018185461,-53.2576855162,31.0463718993
680,0.0,0.0,45.7,0.0,71.64,24.6945548223,40.6053083385,13.3052471345,69.8985026522,-52.7351551143,39.2409557902
681,0.65,0.0,62.47,0.0,70.57,24.8576503039,40.4560889314,10.2678107865,69.7931514271,-51.5835733063,48.0681056367
682,0.0,0.66,77.38,0.0,70.19,25.215176661,40.2259380392,7.26190973717,69.6301522111,-49.3626257842,58.6749500645
683,0.0,0.99,91.75,0.0,69.72,26.2020587834,40.2580318531,4.68299048768,69.6529191766,-45.3427456911,70.8172632384
684,12.59,0.0,7.49,0.0,60.52,29.8873520945,44.6164686773,26.6167737582,72.6386338334,-43.690043654,15.6595499153
685,5.39,3.81,19.77,0.37,62.76,29.0563310833,43.2458509172,22.2292656268,71.7215179465,-42.9026486708,22.0719031616
686,6.6,3.56,38.38,0.53,60.96,28.7137422888,42.9037962105,18.2270293193,71.4896265862,-43.2257500126,29.9425165323
687,4.59,4.44,53.57,1.02,60.72,28.2263931778,42.0746637515,14.068181499,70.9223662718,-42.6804239385,38.9640802024
688,0.93,7.06,67.04,0.38,61.81,27.9716371433,41.3999234247,10.139931222,70.4552096953,-41.6686096618,49.625847382
689,0.03,8.04,81.41,0.03,61.66,28.4662348426,41.2220965965,6.79914537498,70.3312471417,-39.1948475347,61.8150838298
690,0.0,8.36,95.53,0.0,61.24,29.4432803141,41.2999557922,4.27183762435,70.3855663422,-35.6627847834,74.3990555113
691,33.47,0.0,0.0,0.0,39.43,33.6766874603,45.8904085589,39.9155671356,73.4743661836,-33.5569708465,-2.73678257019
692,33.07,0.06,16.47,0.01,37.99,32.9873272252,45.4057411469,34.1596712577,73.1582588949,-34.6135693468,4.65984216292
693,22.58,4.19,22.85,0.42,44.39,33.2082832795,45.3763273355,29.022868068,73.1390025143,-33.7515403993,12.5077433256
694,15.32,7.16,33.31,0.89,47.66,32.5440848763,44.5266762508,23.7471122078,72.5791309671,-33.6906248025,20.6750147592
695,10.17,9.04,45.79,1.6,49.2,32.3284171228,43.8072373418,19.0999268694,72.0994663609,-32.3937913176,29.093974562
696,3.43,12.75,57.14,0.89,52.18,31.698929967,42.7937522754,14.5996905032,71.4147618364,-31.711732047,38.433605832
697,0.46,14.72,70.61,0.23,53.03,31.1780856738,41.7853864864,10.139573064,70.7227012854,-30.6291378117,50.0882105233
698,0.0,15.26,84.81,0.0,52.6,31.219207404,41.5064861013,6.76070498532,70.5293242061,-29.644807267,62.3209237556
699,0.4,14.2,98.84,1.35,51.2,31.9568110534,41.1847401168,4.00743365962,70.3051607589,-25.9957264449,75.831201519
700,57.67,3.59,3.77,1.12,1.66,31.9386459832,39.6536199672,55.9675590618,69.2221073765,-21.3929655053,-28.7925828472
701,50.7,4.49,10.07,1.02,9.65,33.3255393073,41.7131263205,48.4655437707,70.6726821034,-22.708840845,-18.060437233
702,46.1,5.4,19.83,1.0,13.61,33.6988901217,42.4717437282,41.459083598,71.1949540549,-23.6545551971,-8.66500759596
703,41.09,6.63,29.47,1.0,17.69,30.9481129545,40.5033199045,32.5170723455,69.8265252097,-27.612159033,1.34407658533
704,37.02,7.67,40.24,1.19,20.37,31.1555197696,40.8814724615,26.2191850738,70.0927999702,-27.9968598397,11.9565821883
705,23.12,11.78,43.88,2.03,30.91,32.3804784363,41.7024773418,21.7591929624,70.6653058953,-26.0257115435,21.1678579332
706,10.06,16.88,49.9,1.87,39.13,31.7854843509,40.5370608735,17.2392999618,69.8503509634,-24.6547888072,29.3407621792
707,1.56,21.22,59.87,0.46,43.81,31.1184850339,39.6093995214,12.8217387268,69.190416606,-24.2432756988,39.3550660563
708,0.78,21.63,74.19,0.45,43.27,31.1003219185,39.4072192361,8.97578835643,69.0452220158,-23.6841751605,51.1558231102
709,0.09,22.23,87.9,0.12,43.0,31.4064704779,39.1383170684,5.74181534519,68.8513399502,-21.7270229032,64.0313675792
710,50.91,16.04,0.0,0.0,0.0,32.6701356059,36.7822996021,57.2026631563,67.1133807904,-9.68249139615,-33.7115865342
711,46.45,15.16,9.86,1.8,0.73,33.1307587273,37.7572406155,48.6456728002,67.8413131487,-11.1896070389,-23.149358919
712,43.51,15.36,21.63,2.19,2.37,32.7140209285,37.8940794141,40.3238922595,67.9424761969,-13.1001742826,-12.8080740901
713,39.96,16.12,32.6,2.01,5.2,32.6170690367,38.217736956,32.8725527223,68.1807863395,-14.4722059468,-2.02580397845
714,35.19,16.75,42.7,2.67,8.56,32.9968661059,38.7787919044,26.3300969639,68.5907250852,-14.8922205434,9.17462462109
715,21.36,20.16,46.58,3.29,20.11,35.2069916776,40.8373830341,21.7981854109,70.0618393468,-13.593216379,20.050833097
716,6.33,26.28,51.21,1.26,31.61,35.3727046221,40.4956850785,17.4590627676,69.8211321394,-11.9958817029,28.7882229136
717,2.26,27.94,63.7,0.79,33.28,35.0664173615,40.1557775832,12.7630839148,69.5803390218,-11.9940441473,40.1915593338
718,1.15,28.37,77.42,0.79,32.93,34.955522474,40.043238652,8.46826432061,69.5003162393,-12.0257247128,53.774973146
719,0.08,29.18,90.65,0.13,33.05,35.570711839,40.0117462016,5.04654633313,69.4778961358,-9.84980551164,68.5758892456
720,37.42,26.72,3.71,0.55,0.05,40.2120829022,40.4868263454,53.4494196426,69.8148736788,3.66121049634,-25.0945379414
721,34.89,26.44,16.87,1.84,0.0,38.8828150943,39.6531549717,43.1570128308,69.2217742581,2.05535895498,-14.2086615848
722,32.88,26.44,30.02,2.47,0.0,37.7918475919,39.2385981868,34.7597479456,68.9237475117,-0.147633786364,-3.50882195322
723,26.6,27.44,39.42,2.98,4.8,38.1523359588,39.5037226582,27.8242824174,69.1145871793,0.189525245574,7.53996675205
724,15.88,30.34,46.09,2.46,13.92,39.679478139,40.9810097872,22.7445268719,70.1626156353,0.505764588375,18.39370985
725,9.4,32.14,56.5,2.33,17.95,39.4007225508,40.6433370194,17.5481380656,69.9253102104,0.655705490358,28.7655017359
726,3.9,34.06,67.65,1.63,21.24,39.4548247596,40.5033569176,12.4507117168,69.8265513533,1.2511333495,41.4991804672
727,1.08,35.28,80.12,0.86,22.55,39.1679132901,39.9190915561,8.03858163921,69.4118651478,2.13662441217,55.2338044882
728,0.04,36.0,93.12,0.08,22.73,39.9139052245,40.2340965367,4.63954909297,69.6359408986,3.50686685904,71.0263915345
729,29.44,37.56,0.0,0.0,0.0,42.8955205235,38.5053481322,52.1760591043,68.3914289596,17.9278028745,-26.1634555806
730,24.2,36.91,10.27,1.43,0.0,44.9189445654,40.8016433369,46.1714857495,70.0367257412,16.7455088293,-16.4713425345
731,21.66,36.97,23.89,2.22,0.0,44.8128311507,41.2320553234,37.9109699205,70.3381987539,15.1406075209,-5.47042120043
732,16.96,38.05,35.28,1.88,3.28,44.7395267055,41.2357095129,31.0187261121,70.3407492519,14.9183246054,4.51839391922
733,11.45,39.23,46.26,1.82,6.78,44.3581735828,41.0241801587,24.3459496498,70.1928602679,14.4528424471,15.4599960475
734,5.8,40.64,57.3,1.5,10.26,44.337049307,40.9936484444,18.4138786734,70.1714723215,14.4837525866,27.2581104659
735,2.83,41.39,69.8,1.32,11.35,44.0448535848,40.7500225978,12.5137991889,70.0004269281,14.3713846005,41.6194289266
736,0.86,42.09,82.48,0.79,12.0,43.9139856872,40.6307017958,7.74681500053,69.9164051179,14.35179763,57.2308599817
737,0.04,42.58,95.38,0.09,12.02,43.4949101775,40.0293883451,4.13311973146,69.4904573782,14.96018256,73.6715130086
738,13.12,46.55,3.61,0.76,0.25,50.4889317042,41.7184128849,48.2908850554,70.6763434717,29.389143779,-17.8526764929
739,9.89,46.73,17.62,1.59,0.37,49.7941999287,41.3222909,39.5530491253,70.4011360379,28.7184288929,-7.55870246108
740,6.29,47.56,30.74,1.07,2.1,49.6279168991,41.2756507352,32.3501350289,70.3686170253,28.4115792438,2.53007768154
741,3.93,48.13,44.4,0.69,2.65,49.2014524181,41.1221514495,25.2477541093,70.2614191236,27.7225940278,13.9540975522
742,2.11,48.48,57.92,0.57,2.63,49.0351783322,41.0546480936,18.2115526976,70.21419296,27.4755723911,27.7777220435
743,1.32,48.55,71.48,0.67,1.81,48.1785041106,40.5941993463,11.5083669476,69.8906684316,26.5323015804,44.3667898402
744,0.36,48.81,84.47,0.37,1.54,48.4709448202,41.2018257156,7.07856476508,70.3170937506,25.4953938514,60.614422296
745,0.0,48.64,97.15,0.0,0.0,49.43060348,41.7334521207,3.9250442549,70.6867576531,26.5085494837,76.9926662936
746,3.92,55.61,0.0,0.0,0.0,54.4866697895,41.4594380469,48.0712982241,70.496617868,40.5312457207,-17.9085905401
747,0.11,55.62,13.0,0.03,0.0,55.1796513251,41.8833429369,40.7171214659,70.7904156955,41.0099264026,-8.40826431217
748,0.12,56.33,29.29,0.03,0.0,52.6848405756,40.2098579964,31.6391462549,69.6187406685,39.707521051,2.31752690548
749,0.0,0.0,10.22,0.0,96.78,14.923292798,30.8215654488,10.4936975444,62.356714956,-69.2997709837,34.5197432078
750,0.01,0.0,32.58,0.0,95.82,14.7214946948,30.4068395393,8.82481765838,62.0036784423,-68.9935589513,39.5535430685
751,0.0,0.01,54.4,0.0,95.44,15.1532196676,30.6169264746,7.09531313763,62.1829139539,-67.1789846021,46.5204603083
752,0.03,0.0,73.21,0.0,94.83,15.2623250754,30.2993008102,5.24316025454,61.9116122598,-65.363556351,54.5202326209
753,0.05,0.0,90.26,0.0,94.4,16.1136737285,30.554746401,3.77326487477,62.1299507225,-61.3664896553,63.1859468599
754,2.74,0.0,0.11,0.0,86.67,18.5415191855,34.7892469834,14.6826224608,65.5842512436,-63.0659732129,28.1688016878
755,0.45,2.81,19.9,0.04,87.03,18.0803299547,33.8613707106,12.329301479,64.8523847559,-62.3242267455,33.2702595993
756,3.78,1.6,43.11,0.29,85.46,18.3938550798,33.9822590398,10.3316057636,64.9484873945,-61.0937627278,39.5088682871
757,5.78,0.82,63.05,0.35,84.28,16.8967495936,32.084581005,7.18532129678,63.4127276432,-62.5048661859,48.2691116943
758,2.5,1.76,78.89,1.79,84.54,16.9707513432,31.3242362133,5.23487157988,62.7803947553,-59.3714260401,56.0602117317
759,0.0,5.5,94.46,0.0,85.81,17.6291194422,30.972555341,3.50978775286,62.4844588984,-54.5183353789,65.5021964132
760,16.29,0.0,0.0,0.0,74.67,20.1176096032,35.9114022273,18.0440257524,66.4521738551,-58.8513105557,21.6632418388
