SAMPLE_ID,INK_1,INK_2,INK_3,INK_4,INK_5,INK_6,INK_7,XYZ_X,XYZ_Y,XYZ_Z,LAB_L,LAB_A,LAB_B
1492,83.15,15.1,19.91,0.0,0.0,33.96,11.84,12.6272118336,19.9304177791,29.3917797106,51.7584490507,-38.1585471184,-24.9509467799
1493,77.44,38.75,100.0,0.0,0.0,43.69,0.0,9.09542379367,16.3815902231,4.64328240304,47.4711950308,-45.9816960923,32.7907661896
1494,83.34,38.75,83.34,0.0,0.0,43.46,0.0,8.67966275708,15.9094341291,9.25872495757,46.8554442387,-46.8497814229,11.9047634359
1495,84.21,34.13,65.6,0.0,0.0,43.72,7.39,8.81858523422,15.2707641896,14.5424494146,46.0028395686,-41.9855841581,-5.23312015206
1496,86.78,31.55,50.76,0.0,0.0,38.43,11.52,9.2988683326,15.2642351118,18.7149776804,45.9940017863,-37.9300039466,-15.0848403364
1497,86.72,30.14,37.71,0.0,0.0,27.26,13.78,10.6528443829,15.9074576254,23.3764048658,46.8528411886,-31.0036764464,-22.98993504
1498,82.64,42.1,100.0,10.21,7.46,23.56,0.0,8.78541663948,14.2415733926,4.15633739263,44.5774024149,-36.1242404948,30.5801768776
1499,82.38,46.9,82.38,10.57,0.0,31.55,0.0,9.25643711519,15.2721895541,8.97517817897,46.0047686119,-38.3256917098,11.4330669472
1500,88.58,43.67,68.9,7.95,0.0,24.43,7.58,8.52718843184,13.6574427323,13.3642892322,43.737602027,-34.7306853363,-6.02482981903
1501,89.55,41.05,56.39,2.51,0.0,24.14,17.18,8.23678194263,12.2335382025,16.5496112738,41.584908805,-28.0098980579,-17.788542627
1502,80.41,46.81,100.0,27.9,7.91,7.92,0.0,7.40601892181,10.3367785099,3.28460065088,38.4402017625,-22.1221460009,25.5728249412
1503,83.81,56.12,83.81,23.97,0.0,14.47,0.0,7.1721218447,10.2773708399,7.61838879522,38.3357081749,-23.9331357986,3.28650042658
1504,86.1,53.01,64.49,22.12,0.0,16.36,5.86,7.14898561247,10.1543857368,11.3032667634,38.1181000944,-23.2215164343,-9.79363980318
